,predicted,actual
2021-03-17,4.547372293457011,
2021-03-18,4.505592964610393,
2021-03-19,4.466687238635876,
2021-03-20,4.466375918497159,
2021-03-21,4.466474738798148,
2021-03-22,4.51708219438298,
2021-03-23,4.471645110005727,
2021-03-24,4.47074119693808,
2021-03-25,4.472063012516349,
2021-03-26,4.031802388566218,
2021-03-27,4.03185073571646,
2021-03-28,4.031894407334106,
2021-03-29,2.7413805108865836,
2021-03-30,2.724236508767728,
2021-03-31,2.783708962941193,
2021-04-01,2.737327714238832,
2021-04-02,2.678499997909748,
2021-04-03,2.678261162519522,
2021-04-04,2.67839639215949,
2021-04-05,3.20051954342564,
2021-04-06,3.5613624063900686,
2021-04-07,3.590478683243873,
2021-04-08,3.5932771930003398,
2021-04-09,3.7391554022607805,
2021-04-10,3.739494528390689,
2021-04-11,3.739376006550788,
2021-04-12,3.750133892050747,
2021-04-13,3.7737291341083443,2.623645747764208
2021-04-14,4.04781902012044,
2021-04-15,3.7529172706320235,
2021-04-16,3.7075651485120034,
2021-04-17,3.7073127613671506,
2021-04-18,3.7069939557263134,
2021-04-19,3.7299326802615465,
2021-04-20,3.7524493202724023,
2021-04-21,3.785715794202304,
2021-04-22,3.804680812679142,
2021-04-23,3.79550690417951,
2021-04-24,3.7955076523973887,
2021-04-25,3.79573417194367,
2021-04-26,5.18416932333463,
2021-04-27,5.191302119696857,
2021-04-28,5.176397331421758,
2021-04-29,5.135246074691477,
2021-04-30,6.580774220717648,
2021-05-01,6.580891856598559,
2021-05-02,6.58087487150632,
2021-05-03,6.611367495780208,
2021-05-04,7.338488009494225,
2021-05-05,7.394161783593356,
2021-05-06,7.381356597283685,
2021-05-07,7.972535697003817,
2021-05-08,7.972652392632599,
2021-05-09,7.972703324000613,
2021-05-10,7.897742625201834,
2021-05-11,8.479611052744634,
2021-05-12,8.874817959181447,4.137373453318342
2021-05-13,8.879027473959566,
2021-05-14,8.515252457716768,
2021-05-15,8.514831024399552,
2021-05-16,8.514835458025926,
2021-05-17,8.534875895660313,
2021-05-18,8.582322987095164,
2021-05-19,8.560728625917458,
2021-05-20,8.502917933115484,
2021-05-21,8.109456878617934,
2021-05-22,8.10973769091442,
2021-05-23,8.1094638535271,
2021-05-24,8.074775136607238,
2021-05-25,8.042045051463411,
2021-05-26,8.107688020468535,
2021-05-27,8.000462570089818,
2021-05-28,8.794719744972706,
2021-05-29,8.794571158920334,
2021-05-30,8.795015649556731,
2021-05-31,8.79473768868502,
2021-06-01,8.842040669231336,
2021-06-02,8.892015672837836,
2021-06-03,8.870730422145256,
2021-06-04,8.789207195826242,
2021-06-05,8.789187883326198,
2021-06-06,8.789104467160723,
2021-06-07,8.827500496237562,
2021-06-08,8.582911671762597,
2021-06-09,8.537895695076273,
2021-06-10,8.365740185562869,4.926466563983083
2021-06-11,8.40582773327541,
2021-06-12,8.405784498204227,
2021-06-13,8.406187277149419,
2021-06-14,8.311557258455476,
2021-06-15,8.294128045335253,
2021-06-16,8.238947136641945,
2021-06-17,8.141707099485915,
2021-06-18,8.161963978778537,
2021-06-19,8.16214343461476,
2021-06-20,8.161708914498503,
2021-06-21,8.190755606334488,
2021-06-22,8.136269194053215,
2021-06-23,8.135984706962248,
2021-06-24,8.115156457872992,
2021-06-25,9.6727026554334,
2021-06-26,9.67282228673563,
2021-06-27,9.673142175804465,
2021-06-28,9.65113062817142,
2021-06-29,9.667226033018212,
2021-06-30,9.733797712098523,
2021-07-01,9.754441411973076,
2021-07-02,8.847527125253015,
2021-07-03,8.847554799604465,
2021-07-04,8.847292575575509,
2021-07-05,8.847100847162617,
2021-07-06,8.846134792283234,
2021-07-07,8.703259202224125,
2021-07-08,8.637914896100527,
2021-07-09,8.648200377271921,
2021-07-10,8.648059228616344,
2021-07-11,8.648088446088197,
2021-07-12,8.688961852701784,
2021-07-13,8.668715875064942,5.317418943207728
2021-07-14,8.676903857723165,
2021-07-15,8.705896168638896,
2021-07-16,8.731934487758785,
2021-07-17,8.731979497547929,
2021-07-18,8.731920799956006,
2021-07-19,8.600420671833104,
2021-07-20,8.664391183569672,
2021-07-21,8.740162458580102,
2021-07-22,8.8265724677484,
2021-07-23,8.84471871418914,
2021-07-24,8.844784296902116,
2021-07-25,8.844895155904481,
2021-07-26,8.956412771498314,
2021-07-27,8.901129373619678,
2021-07-28,8.90327281460467,
2021-07-29,8.878099356956483,
2021-07-30,7.979956998781245,
2021-07-31,7.979796420040904,
2021-08-01,7.979456337575033,
2021-08-02,7.98700342989986,
2021-08-03,7.822104365063491,
2021-08-04,7.8541646362144855,
2021-08-05,7.841741271640444,
2021-08-06,6.471910823438169,
2021-08-07,6.472170979960023,
2021-08-08,6.472303802928117,
2021-08-09,6.45955183107615,
2021-08-10,6.545173308571927,
