Date,^SP500-1010,^SP500-15,^SP500-20,^SP500-25,^SP500-30,^SP500-35,^SP500-40,^SP500-45,^SP500-50,^SP500-55,^SP500-60
2000-01-03,,,,,,,,,,,
2000-01-04,,-0.01583569960681741,-0.03151235111175865,-0.02965103199868291,-0.01517892038181412,-0.037955205841593176,-0.04121094778335299,-0.0551750110492536,-0.04425498409462769,0.0011531795467343287,
2000-01-05,,0.03961230942043614,-0.00015541140126507091,-0.009478311850685261,0.0035300126179174107,0.021964304444016314,-0.006722383815053523,-0.010645343050024736,0.013805966489709887,0.03721832864910901,
2000-01-06,,0.02933864419099974,0.01726283915504756,0.004320317861374656,0.012584267692265394,0.028562506044561786,0.03941071532511087,-0.03963416987033552,-0.02523043165765193,0.013950544706355705,
2000-01-07,,0.008272917069406027,0.03344289676698442,0.03274314382482868,0.04158919560097729,0.07956689506428893,0.021835689198599795,0.016550898146634907,-0.0005972877787810971,0.015743740909118342,
2000-01-10,-0.014263115545475658,-0.014673276219263731,0.0006286582379060324,0.04075870679171345,-0.010757274015389506,-0.02008791579920477,-0.01782901023089667,0.04141716430010134,0.013746335778056284,-0.0065368368804696875,
2000-01-11,0.0064768198524347564,-0.014891787531106315,-0.00846395832933855,-0.013594368848953375,0.010304374408476535,-0.00721661189512568,-0.011730453360873416,-0.024263041306277322,-0.024761709800029896,-0.0044091297283797015,
2000-01-12,-0.013646138856442502,-0.004442532166132218,-0.0008200739169967886,-0.01381528770814544,0.00314907964957567,0.0004054869776637382,0.014091045411000369,-0.01716705251924,0.011150318469248521,0.018600501792390478,
2000-01-13,0.016241022787927495,-0.002169235142706283,0.01212460417088379,0.013634747245246492,-0.005575538693968318,0.012708383799887146,0.026319292147006346,0.012650235785527153,0.006045129969584728,0.0058863202863712605,
2000-01-14,-0.011883624970751017,-0.004161479310219374,-0.009436040080279318,-0.004058875967040021,-0.005371274783938618,0.008489841736564863,0.02742819677970587,0.02890486734398512,0.008781977007788377,0.008644685136044439,
2000-01-18,0.016818697929348092,-0.02856609354923345,-0.00945143305664542,-0.00427749760788021,0.003079080424875258,-0.019926301084290943,-0.03268007685221941,0.003619619698458365,-0.0004253784010046502,-0.017668728937176192,
2000-01-19,0.0019939386643279544,-0.009245601549959903,0.0012772213459788517,0.008693323687619214,-0.005383704319473104,0.010845359976720648,-0.005224709357690038,-0.0028979659398051805,0.002521082377773043,0.003355704697986628,
2000-01-20,-0.02139204791498528,-0.025468166275415705,-0.014744590182966921,-0.014822311357471363,-0.014956525745955296,-0.014791665920869557,-0.02071851957250026,0.009886477403466154,-0.003167971563306504,0.03531771758727009,
2000-01-21,0.019410282158542458,-0.009176784399547722,-0.0043028613848085095,-0.007726833082932982,-0.0173045959727125,-0.007637592090014023,-0.012338772816261612,-0.00017596377754192094,0.007633793863269123,0.027199940218828322,
2000-01-24,-0.017952700521329246,-0.018255041749685397,-0.03560506511478467,-0.03358378174661336,-0.015058577225476544,-0.044217534282933846,-0.01562448689610818,-0.030316744511480365,-0.022565445348279423,-0.01371160361815349,
2000-01-25,-0.0050318362222331325,-0.019141393732046597,-0.0030535126226437503,0.006886278691609293,-0.01474106906813255,0.00398033853480495,0.011608205456375087,0.022644815380451266,-0.005655107189686315,-0.024233168234939262,
2000-01-26,-0.01132094119252891,0.001812167363865358,0.01678600367206351,0.006098889388681306,-0.0002527449084279709,0.007563084256751118,0.03522799053323111,-0.03633939399941144,-0.006757850151965061,0.008626935308855055,
2000-01-27,-0.026749247013941768,0.001878315036552003,0.0037555413246839198,-0.0035741248077881815,-0.006218695430964982,0.0024516405541361586,0.01001811685321008,-0.010535632080923452,-0.005288178270589139,-0.0005831422071072012,
2000-01-28,-0.02362695361832834,-0.016109937878787672,-0.03616799441173135,-0.03984241223338836,-0.023300782905684603,0.015821225969941954,-0.03727520822285346,-0.03438920026262926,-0.024143318115879553,-0.014068971029967181,
2000-01-31,0.033236187194267464,-0.004446360872024324,0.004448001743438512,0.004541423218462182,0.009844772537294766,0.02814766719766748,0.03389936918103076,0.02615639014069937,0.07932261757140702,0.03656209173936342,
2000-02-01,-0.00047799494757738703,0.01765210219948976,0.005595810884873487,0.02563073797062998,-0.00046420972897964763,-0.000520345390060073,0.0018644671852892092,0.026187180458897785,-0.011316473723878562,-0.009579456441351941,
2000-02-02,0.002438837880324174,0.00048757968611434777,-0.008407025506105947,0.006149838261499285,-0.007792313532604234,-0.0015041203098523637,-0.010556063795610249,0.009556535299716007,-0.009267408431139712,-0.007942545946431956,
2000-02-03,-0.013404557998100475,-0.008007199105848906,0.016714438809970922,0.010245879765877985,-0.0032246859218766355,0.0016221939470331126,-0.002432064297699821,0.03519672288193654,-0.011749989032181718,0.01562498768499121,
2000-02-04,-0.026206427017661627,-0.003649921162388381,0.005082789064011495,-0.0016787122551223943,-0.013827257922667702,-0.0007230239984480358,-0.015278133252384363,0.014673397114843834,0.0008302889237208344,-0.024984156759851994,
2000-02-07,0.0067031089594247195,-0.017964093741316467,-0.025957122628010643,-0.0175856132695984,-0.005343886279555177,0.008248455065223093,-0.00944107688479523,0.013314621220814837,0.017853010698013483,0.000978086718714577,
2000-02-08,-0.011985167328144253,-0.010760402192799723,0.00401559795621087,0.02150192100556958,0.010160052915099138,0.010793150438688448,0.011597228592692854,0.017203160489807967,0.016203178830533904,0.016870741700176106,
2000-02-09,-0.04023568551661272,-0.013778056421892337,-0.020805534367073664,-0.021887070153783106,-0.008162126607616726,-0.027007098610610902,-0.027441893945806872,-0.017031799272168247,-0.02024381556457122,-0.00486832684558669,
2000-02-10,0.01986896615709055,-0.008897108190199954,0.00016500241491512746,-0.0001070620199499217,-0.009769108240264335,-0.023845610374729764,-0.02103513118826794,0.025588857589835534,0.008906547603582338,-0.004119725552002795,
2000-02-11,-0.022592859512451824,-0.01914078715612677,-0.02004785350656002,-0.011778627805927089,-0.010723285930538728,-0.03040817179411237,-0.0007266944588755209,-0.0328875246815209,-0.019798045749725546,-0.00840283753695481,
2000-02-14,0.02348030338279372,0.012101889142092759,0.009555498803627716,0.0017337053302759475,-0.01176087059535913,0.012365886828420214,-0.015824020082427004,0.0019258283162131296,0.0009601603190860786,0.009256229287842865,
2000-02-15,0.03920470395458975,0.03415295872954194,0.01872161722421617,-0.013016101639432676,0.02160799890609355,0.007797975850500016,0.023677937616072953,0.00394275487029927,-0.010023152172179306,0.004133561855452106,
2000-02-16,0.006328534969082034,-0.013874823682592519,-0.011992501009883028,-0.033316268877554234,-0.01325961583041213,0.0,-0.016153360693849095,-0.0062687743128094775,-0.0029738502473721784,0.0006432501622848363,
2000-02-17,-0.006142493714387687,-0.005276280120759758,0.0005799717884023003,-0.027057681937219247,-0.004297879857601217,-0.006679738293209114,-0.016628273608745636,0.02265586478965753,0.0015751766640250686,-0.004306829055667705,
2000-02-18,-0.027419416646757733,-0.027258082048755905,-0.03204573151278267,-0.017206528481355177,-0.016063831126511663,-0.02787245391255322,-0.03378333842140324,-0.034490932552914466,-0.04918859597392633,-0.01620396775814792,
2000-02-22,-0.010540631181952809,0.029157878667659398,0.02181447559765215,-0.0019760502802520508,0.01565966257638829,0.011925621095451922,0.007095934639713253,-0.000795561969012093,0.00031672123816206543,-0.012861780443056636,
2000-02-23,-0.02273309882443786,-0.02038416575835189,-0.0046046553071542595,0.004395519802467884,-0.016894458398065693,-0.0069288276555007355,-0.004965010961126559,0.03790356271242201,-0.015303883110714511,-0.013959921205690895,
2000-02-24,-0.017889702979264066,-0.026066716856836036,-0.0037427958062873357,-0.02472009260191166,-0.027139786158009827,-0.01697549259203701,-0.013318186510594354,0.018229863367836163,-0.011111564208701852,-0.022180331047721102,
2000-02-25,-0.011736626011948248,-0.017585740510892345,-0.01853102365028636,-0.005336104181933421,-0.021094079558193757,-0.02126106250098514,-0.010337258227082202,-0.01547873017236967,-0.015210605801162513,-0.01806394952059054,
2000-02-28,0.030684114279304397,0.00502466629860443,0.010107118657415537,0.025157497925753614,0.021957453785447667,0.0015538879406518102,0.03017095233306688,-0.004746378879256219,0.0172799329659028,0.025698663875614702,
2000-02-29,0.022419202207194067,-0.00640568784170914,0.011240736535755858,0.023945421640487963,-0.005657174246651797,0.0006787712395914802,0.0099935109240199,0.016217362057504126,0.031159891396691064,0.007393221642369108,
2000-03-01,0.02202953559904164,-0.018554922282030484,0.003115812602796142,-0.00309736641145153,0.008620194513833335,-0.013792845787449215,0.014083467092934177,0.01345249740407306,0.04546726143493873,-0.004009216656757464,
