Date,Actual_CPI,Predicted_CPI,Experiment,Model MAE,Naive MAE,CPI Std,CPI Std * 0.2
2020-01-01,2.093221698,2.068671292818767,Exp 1: 5-day Return,0.014197968499491155,0.016811399186201777,2.269265039369086,0.4538530078738172
2020-01-02,2.093213924,2.06955707627926,Exp 1: 5-day Return,0.014197968499491155,0.016811399186201777,2.269265039369086,0.4538530078738172
2020-01-03,2.09320615,2.098485666639804,Exp 1: 5-day Return,0.014197968499491155,0.016811399186201777,2.269265039369086,0.4538530078738172
2020-01-06,2.093182827,2.087640186151706,Exp 1: 5-day Return,0.014197968499491155,0.016811399186201777,2.269265039369086,0.4538530078738172
2020-01-07,2.093175053,2.099256092382582,Exp 1: 5-day Return,0.014197968499491155,0.016811399186201777,2.269265039369086,0.4538530078738172
2020-01-08,2.093175053,2.076663305722064,Exp 1: 5-day Return,0.014197968499491155,0.016811399186201777,2.269265039369086,0.4538530078738172
2020-01-09,2.093175053,2.0929912786580727,Exp 1: 5-day Return,0.014197968499491155,0.016811399186201777,2.269265039369086,0.4538530078738172
2020-01-10,2.093218868,2.089947478527741,Exp 1: 5-day Return,0.014197968499491155,0.016811399186201777,2.269265039369086,0.4538530078738172
2020-01-13,2.093350314,2.097595638963449,Exp 1: 5-day Return,0.014197968499491155,0.016811399186201777,2.269265039369086,0.4538530078738172
2020-01-14,2.093394129,2.0904639311432365,Exp 1: 5-day Return,0.014197968499491155,0.016811399186201777,2.269265039369086,0.4538530078738172
2020-01-15,2.093437944,2.11122821956929,Exp 1: 5-day Return,0.014197968499491155,0.016811399186201777,2.269265039369086,0.4538530078738172
2020-01-16,2.116205467,2.1240968738028636,Exp 1: 5-day Return,0.014197968499491155,0.016811399186201777,2.269265039369086,0.4538530078738172
2020-01-17,2.138886222,2.1442887602963765,Exp 1: 5-day Return,0.014197968499491155,0.016811399186201777,2.269265039369086,0.4538530078738172
2020-01-20,2.206884671,2.1723467716685976,Exp 1: 5-day Return,0.014197968499491155,0.016811399186201777,2.269265039369086,0.4538530078738172
2020-01-21,2.229521611,2.2456395252509003,Exp 1: 5-day Return,0.014197968499491155,0.016811399186201777,2.269265039369086,0.4538530078738172
2020-01-22,2.252158551,2.25573698690424,Exp 1: 5-day Return,0.014197968499491155,0.016811399186201777,2.269265039369086,0.4538530078738172
2020-01-23,2.27479549,2.2770982048809127,Exp 1: 5-day Return,0.014197968499491155,0.016811399186201777,2.269265039369086,0.4538530078738172
2020-01-24,2.29743243,2.290888070616962,Exp 1: 5-day Return,0.014197968499491155,0.016811399186201777,2.269265039369086,0.4538530078738172
2020-01-27,2.319896727,2.3390232760200313,Exp 1: 5-day Return,0.014197968499491155,0.016811399186201777,2.269265039369086,0.4538530078738172
2020-01-28,2.319868102,2.317096949548439,Exp 1: 5-day Return,0.014197968499491155,0.016811399186201777,2.269265039369086,0.4538530078738172
2020-01-29,2.319839477,2.3241976546304493,Exp 1: 5-day Return,0.014197968499491155,0.016811399186201777,2.269265039369086,0.4538530078738172
2020-01-30,2.319810852,2.327230381150089,Exp 1: 5-day Return,0.014197968499491155,0.016811399186201777,2.269265039369086,0.4538530078738172
2020-01-31,2.319689357,2.332592677431847,Exp 1: 5-day Return,0.014197968499491155,0.016811399186201777,2.269265039369086,0.4538530078738172
2020-02-03,2.319324874,2.2957353387581554,Exp 1: 5-day Return,0.014197968499491155,0.016811399186201777,2.269265039369086,0.4538530078738172
2020-02-04,2.319232004,2.3044369983209214,Exp 1: 5-day Return,0.014197968499491155,0.016811399186201777,2.269265039369086,0.4538530078738172
2020-02-05,2.319139134,2.3036957007131407,Exp 1: 5-day Return,0.014197968499491155,0.016811399186201777,2.269265039369086,0.4538530078738172
2020-02-06,2.319046265,2.3053648757373906,Exp 1: 5-day Return,0.014197968499491155,0.016811399186201777,2.269265039369086,0.4538530078738172
2020-02-07,2.318916609,2.319542732599134,Exp 1: 5-day Return,0.014197968499491155,0.016811399186201777,2.269265039369086,0.4538530078738172
2020-02-10,2.318620512,2.3140436323554305,Exp 1: 5-day Return,0.014197968499491155,0.016811399186201777,2.269265039369086,0.4538530078738172
2020-02-11,2.318583726,2.302885466614849,Exp 1: 5-day Return,0.014197968499491155,0.016811399186201777,2.269265039369086,0.4538530078738172
2020-02-12,2.31854694,2.3503126681652535,Exp 1: 5-day Return,0.014197968499491155,0.016811399186201777,2.269265039369086,0.4538530078738172
2020-02-13,2.346534205,2.3682496995247977,Exp 1: 5-day Return,0.014197968499491155,0.016811399186201777,2.269265039369086,0.4538530078738172
