,Importance
PCEPI,0.7992243406906283
DFDHRX1Q020SBEA,0.5572773523854531
Y001RX1Q020SBEA,0.47816422217357535
DFXARX1Q020SBEA,0.44950563755494277
CPIAUCSL_LAG_3,0.44342981325260333
PCNDGC96,0.43931645716042067
CPIAUCSL_LAG_1,0.29013707581595904
CPIAUCSL_LAG_2,0.27923026532484363
A068RC1,0.20145194310134662
PAYEMS,0.07891201718419438
