date,CPILFESL,CPIUFDSL,CPIHOSSL,CUSR0000SETB01,PCEPI,PCEPILFE,DPCERD3A086NBEA,GASREGW,DCOILWTICO,cpi_yoy
2011-04-13,1.124445592146096,2.2658223214612536,0.6484850168022933,18.7772536776558,2.3800229749171904,1.6254686693159197,92.804,2.4471635150166815,329.65571205007825,2.1248981733331447
2011-04-14,1.124445592146096,2.2658223214612536,0.6484850168022933,18.7772536776558,2.3800229749171904,1.6254686693159197,92.804,2.4471635150166815,329.65571205007825,2.1248981733331447
2011-04-15,1.2097851736773306,2.8416822685967325,0.7624476048596897,26.517033242815412,2.3800229749171904,1.6254686693159197,92.804,2.4471635150166815,329.65571205007825,2.619241510354117
2011-04-16,1.2097851736773306,2.8416822685967325,0.7624476048596897,26.517033242815412,2.3800229749171904,1.6254686693159197,92.804,2.4471635150166815,329.65571205007825,2.619241510354117
2011-04-17,1.2097851736773306,2.8416822685967325,0.7624476048596897,26.517033242815412,2.3800229749171904,1.6254686693159197,92.804,2.4471635150166815,329.65571205007825,2.619241510354117
2011-04-18,1.2097851736773306,2.8416822685967325,0.7624476048596897,26.517033242815412,2.3800229749171904,1.6254686693159197,92.804,2.904451682953302,329.65571205007825,2.619241510354117
2011-04-19,1.2097851736773306,2.8416822685967325,0.7624476048596897,26.517033242815412,2.3800229749171904,1.6254686693159197,92.804,2.904451682953302,329.65571205007825,2.619241510354117
2011-04-20,1.2097851736773306,2.8416822685967325,0.7624476048596897,26.517033242815412,2.3800229749171904,1.6254686693159197,92.804,2.904451682953302,-1.9031141868511958,2.619241510354117
2011-04-21,1.2097851736773306,2.8416822685967325,0.7624476048596897,26.517033242815412,2.3800229749171904,1.6254686693159197,92.804,2.904451682953302,-1.9031141868511958,2.619241510354117
2011-04-22,1.2097851736773306,2.8416822685967325,0.7624476048596897,26.517033242815412,2.3800229749171904,1.6254686693159197,92.804,2.904451682953302,-1.9031141868511958,2.619241510354117
2011-04-23,1.2097851736773306,2.8416822685967325,0.7624476048596897,26.517033242815412,2.3800229749171904,1.6254686693159197,92.804,2.904451682953302,-1.9031141868511958,2.619241510354117
2011-04-24,1.2097851736773306,2.8416822685967325,0.7624476048596897,26.517033242815412,2.3800229749171904,1.6254686693159197,92.804,2.904451682953302,-1.9031141868511958,2.619241510354117
2011-04-25,1.2097851736773306,2.8416822685967325,0.7624476048596897,26.517033242815412,2.3800229749171904,1.6254686693159197,92.804,1.398048008441033,-1.9031141868511958,2.619241510354117
2011-04-26,1.2097851736773306,2.8416822685967325,0.7624476048596897,26.517033242815412,2.3800229749171904,1.6254686693159197,92.804,1.398048008441033,-1.9031141868511958,2.619241510354117
2011-04-27,1.2097851736773306,2.8416822685967325,0.7624476048596897,26.517033242815412,2.3800229749171904,1.6254686693159197,92.804,1.398048008441033,3.703703703703698,2.619241510354117
2011-04-28,1.2097851736773306,2.8416822685967325,0.7624476048596897,26.517033242815412,2.3800229749171904,1.6254686693159197,92.804,1.398048008441033,3.703703703703698,2.619241510354117
2011-04-29,1.2097851736773306,2.8416822685967325,0.7624476048596897,26.517033242815412,2.5354055647646447,1.6902198295199697,92.804,1.398048008441033,3.703703703703698,2.619241510354117
2011-04-30,1.2097851736773306,2.8416822685967325,0.7624476048596897,26.517033242815412,2.5354055647646447,1.6902198295199697,92.804,1.398048008441033,3.703703703703698,2.619241510354117
2011-05-01,1.2097851736773306,2.8416822685967325,0.7624476048596897,26.517033242815412,2.5354055647646447,1.6902198295199697,92.804,1.398048008441033,3.703703703703698,2.619241510354117
2011-05-02,1.2097851736773306,2.8416822685967325,0.7624476048596897,26.517033242815412,2.5354055647646447,1.6902198295199697,92.804,0.9105098855358928,3.703703703703698,2.619241510354117
